Candidate,State,District,Office Type,Race Type,Race Primary Election Date,Primary Status,Primary Runoff Status,General Status,Partisan Lean,Primary %,Won Primary,Race,Veteran?,LGBTQ?,Elected Official?,Self-Funder?,STEM?,Obama Alum?,Party Support?,Emily Endorsed?,Guns Sense Candidate?,Biden Endorsed?,Warren Endorsed? ,Sanders Endorsed?,Our Revolution Endorsed?,Justice Dems Endorsed?,PCCC Endorsed?,Indivisible Endorsed?,WFP Endorsed?,VoteVets Endorsed?,No Labels Support?,CAND_ID,CAND_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,SPEC_ELECTION,PRIM_ELECTION,RUN_ELECTION,GEN_ELECTION,GEN_ELECTION_PRECENT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS,LAST_NAME,FIRST_NAME,SP_TITLE
Brenda Jones,MI,U.S. House Michigan District 13,Representative,Special,8/7/18,Advanced,None,On the Ballot,60.720001,37.700001,Yes,Nonwhite,No,No,Yes,No,No,No,,,,,,,No,No,No,,,,,H8MI13243,"JONES, BRENDA",O,1.0,DEM,270417.42,0.0,267024.83,0.0,0.0,3392.59,0.0,0.0,0.0,0.0,0.0,28381.91,202331.0,MI,13.0,,,,,,68000.0,0.0,12/31/2018,500.0,0.0,jones, brenda,
Brenda Jones,MI,U.S. House Michigan District 13,Representative,Regular,8/7/18,Lost,None,None,60.720001,29.200001,No,Nonwhite,No,No,Yes,No,No,No,,,,,,,No,No,No,,,,,H8MI13243,"JONES, BRENDA",O,1.0,DEM,270417.42,0.0,267024.83,0.0,0.0,3392.59,0.0,0.0,0.0,0.0,0.0,28381.91,202331.0,MI,13.0,,,,,,68000.0,0.0,12/31/2018,500.0,0.0,jones, brenda,
Coleman Young,MI,U.S. House Michigan District 13,Representative,Regular,8/7/18,Lost,None,None,60.720001,12.0,No,Nonwhite,No,No,Yes,No,No,No,,,,,,,No,No,No,,,,,H8MI13318,"YOUNG, COLEMAN ALEXANDER MR. II",O,1.0,DEM,55824.6,0.0,42152.27,0.0,0.0,0.0,0.0,39802.0,0.0,0.0,0.0,1316.21,15522.6,MI,13.0,,,,,,0.0,0.0,12/31/2018,211.61,0.0,young, coleman alexander mr. ii,
Ian Conyers,MI,U.S. House Michigan District 13,Representative,Regular,8/7/18,Lost,None,None,60.720001,6.3000002,No,Nonwhite,No,No,Yes,No,No,No,,,,,,,No,No,No,,,,,H8MI13284,"CONYERS, IAN",O,1.0,DEM,212777.5,0.0,212562.28,0.0,0.0,215.22,13047.01,0.0,0.0,0.0,0.0,3434.6,177855.83,MI,13.0,,,,,,21772.74,0.0,12/31/2018,301.03,0.0,conyers, ian,
Ian Conyers,MI,U.S. House Michigan District 13,Representative,Special,8/7/18,Lost,None,None,60.720001,11.2,No,Nonwhite,No,No,Yes,No,No,No,,,,,,,No,No,No,,,,,H8MI13284,"CONYERS, IAN",O,1.0,DEM,212777.5,0.0,212562.28,0.0,0.0,215.22,13047.01,0.0,0.0,0.0,0.0,3434.6,177855.83,MI,13.0,,,,,,21772.74,0.0,12/31/2018,301.03,0.0,conyers, ian,
Rashida Tlaib,MI,U.S. House Michigan District 13,Representative,Regular,8/7/18,Advanced,None,On the Ballot,60.720001,33.200001,Yes,Nonwhite,No,No,Yes,No,No,Yes,,,,,,,Yes,Yes,Yes,,,,No,H8MI13250,"TLAIB, RASHIDA",O,1.0,DEM,1666003.3,16361.04,1598348.01,0.0,0.0,67655.29,0.0,0.0,0.0,0.0,0.0,0.0,1509826.41,MI,13.0,,,,,,139520.54,0.0,12/31/2018,34970.0,5250.0,tlaib, rashida,
Rashida Tlaib,MI,U.S. House Michigan District 13,Representative,Special,8/7/18,Lost,None,None,60.720001,35.900002,No,Nonwhite,No,No,Yes,No,No,Yes,,,,,,,Yes,Yes,Yes,,,,No,H8MI13250,"TLAIB, RASHIDA",O,1.0,DEM,1666003.3,16361.04,1598348.01,0.0,0.0,67655.29,0.0,0.0,0.0,0.0,0.0,0.0,1509826.41,MI,13.0,,,,,,139520.54,0.0,12/31/2018,34970.0,5250.0,tlaib, rashida,
Robert Davidson,MI,U.S. House Michigan District 2,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-18.959999,100.0,Yes,White,No,No,No,No,Yes,No,,,Yes,,,,Yes,Yes,,Yes,,,,H8MI02113,"DAVIDSON, ROBERT MICHAEL DR",C,1.0,DEM,1291787.06,4885.31,1287490.28,0.0,0.0,4296.78,21439.41,60000.0,0.0,28000.0,0.0,40406.25,1142405.45,MI,2.0,,,,,,54875.0,7000.0,12/31/2018,9626.74,0.0,davidson, robert michael dr,
Catherine Albro,MI,U.S. House Michigan District 3,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-11.41,68.199997,Yes,White,No,No,No,No,No,No,,,Yes,,,,,,,,,,,H8MI03079,"ALBRO, CATHERINE",C,1.0,DEM,170947.85,0.0,161076.94,0.0,0.0,11465.48,13322.17,27290.0,0.0,0.0,0.0,27290.0,119671.91,MI,3.0,,,,,,10501.9,0.0,12/31/2018,6031.0,0.0,albro, catherine,
Weldon Fredrick Wooden,MI,U.S. House Michigan District 3,Representative,Regular,8/7/18,Lost,None,None,-11.41,31.799999,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,H8MI03061,"WOODEN, WELDON FREDERICK MR.",C,1.0,DEM,66145.63,0.0,66145.63,0.0,0.0,0.0,7133.13,0.0,0.0,0.0,0.0,0.0,58892.5,MI,3.0,,,,,,0.0,0.0,11/30/2018,1050.0,0.0,wooden, weldon frederick mr.,
David Benac,MI,U.S. House Michigan District 6,Representative,Regular,8/7/18,Lost,None,None,-9.180000300000001,21.700001,No,White,No,No,No,No,No,No,,,Yes,,,,Yes,Yes,,,,,,H8MI06130,"BENAC, DAVID T DR II",C,1.0,DEM,90193.22,0.0,91798.14,0.0,0.0,-1604.92,6496.2,0.0,0.0,0.0,0.0,3306.62,83388.83,MI,6.0,,,,,,308.19,0.0,09/30/2018,0.0,0.0,benac, david t dr ii,
George Franklin,MI,U.S. House Michigan District 6,Representative,Regular,8/7/18,Lost,None,None,-9.180000300000001,28.1,No,White,No,No,No,No,No,No,,,Yes,,,,No,No,,,,,,H8MI06163,"FRANKLIN, GEORGE",C,1.0,DEM,843741.2,0.0,843741.2,0.0,0.0,0.0,0.0,0.0,134000.0,0.0,0.0,0.0,697611.42,MI,6.0,,,,,,11450.0,0.0,12/31/2018,0.0,0.0,franklin, george,
Matt Longjohn,MI,U.S. House Michigan District 6,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-9.180000300000001,37.299999,Yes,White,No,No,No,No,Yes,No,,,Yes,,,,No,No,,,,,,H8MI06155,"LONGJOHN, MATT",C,1.0,DEM,1453674.97,3997.08,1453154.04,0.0,0.0,520.93,69492.51,0.0,0.0,0.0,0.0,0.0,1300383.16,MI,6.0,,,,,,79661.33,0.0,12/31/2018,9055.42,0.0,longjohn, matt,
Rich Eichholz,MI,U.S. House Michigan District 6,Representative,Regular,8/7/18,Lost,None,None,-9.180000300000001,13.0,No,White,No,No,No,No,Yes,No,,,Yes,,,,No,No,,,,,,H8MI06148,"EICHHOLZ, RICH",C,1.0,DEM,196556.31,0.0,196556.31,0.0,0.0,0.0,28363.77,79009.54,0.0,0.0,0.0,0.0,89183.0,MI,6.0,,,,,,0.0,0.0,09/01/2018,125.0,0.0,eichholz, rich,
Gretchen Driskell,MI,U.S. House Michigan District 7,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-16.059998999999998,85.199997,Yes,White,No,No,Yes,No,No,No,Yes,Yes,,,,,No,,,,,,,H6MI07223,"DRISKELL, GRETCHEN",C,1.0,DEM,2719885.42,93.24,2711006.54,0.0,15257.09,24135.97,50000.0,150000.0,0.0,21199.96,0.0,140800.04,2045094.1,MI,7.0,,,,,,458029.98,5291.42,12/31/2018,13720.7,623.64,driskell, gretchen,
Steven Friday,MI,U.S. House Michigan District 7,Representative,Regular,8/7/18,Lost,None,None,-16.059998999999998,14.8,No,White,Yes,No,No,No,No,No,No,No,,,,,Yes,,,,,,,H8MI07112,"FRIDAY, STEVEN",C,1.0,DEM,51907.96,0.0,51907.96,0.0,0.0,0.0,23746.37,0.0,0.0,0.0,0.0,0.0,27988.17,MI,7.0,,,,,,0.0,0.0,09/17/2018,6060.0,0.0,friday, steven,
Christopher Smith,MI,U.S. House Michigan District 8,Representative,Regular,8/7/18,Lost,None,None,-8.3299999,29.1,No,White,No,No,No,No,No,No,,No,,No,,,,,,,,,,H8MI08110,"SMITH, CHRISTOPHER E.",C,1.0,DEM,141105.86,0.0,141105.86,0.0,0.0,0.0,5756.05,25000.0,0.0,585.46,0.0,0.0,110199.81,MI,8.0,,,,,,0.0,0.0,09/06/2018,5900.0,0.0,smith, christopher e.,
Christopher Smith,MI,U.S. House Michigan District 8,Representative,Regular,8/7/18,Lost,None,None,-8.3299999,29.1,No,White,No,No,No,No,No,No,,No,,No,,,,,,,,,,H8NJ04014,"SMITH, CHRISTOPHER H",I,2.0,REP,1320632.79,0.0,1550010.36,0.0,272388.94,43011.37,0.0,0.0,0.0,0.0,0.0,0.0,911881.23,NJ,4.0,,,,,,404629.13,555.0,12/31/2018,1285.0,1850.0,smith, christopher h,
Elissa Slotkin,MI,U.S. House Michigan District 8,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-8.3299999,70.900002,Yes,White,No,No,No,No,No,Yes,,Yes,,Yes,,,,,,,,,,H8MI08102,"SLOTKIN, ELISSA",C,1.0,DEM,7467572.93,1173400.63,7448338.28,0.0,0.0,19234.65,0.0,10200.0,0.0,0.0,0.0,10200.0,5647740.54,MI,8.0,,,,,,621940.68,12000.0,12/31/2018,42634.38,2272.0,slotkin, elissa,
Andy Levin,MI,U.S. House Michigan District 9,Representative,Regular,8/7/18,Advanced,None,On the Ballot,7.139999900000001,52.5,Yes,White,No,No,No,No,No,No,,No,Yes,,,,,,,,,,,H8MI09118,"LEVIN, ANDY",O,1.0,DEM,1492163.61,0.0,1473055.48,0.0,0.0,19108.13,226.15,65000.0,0.0,65000.0,0.0,0.0,963024.14,MI,9.0,,,,,,463913.32,0.0,12/31/2018,1125.0,0.0,levin, andy,
Ellen Lipton,MI,U.S. House Michigan District 9,Representative,Regular,8/7/18,Lost,None,None,7.139999900000001,42.400002,No,White,No,No,Yes,No,Yes,No,,Yes,Yes,,,,,,,,,,,H8MI09134,"LIPTON, ELLEN",O,1.0,DEM,1403536.62,0.0,1403536.62,0.0,0.0,0.0,9967.97,538300.0,0.0,10875.5,0.0,0.0,841890.87,MI,9.0,,,,,,10550.0,0.0,10/17/2018,25536.32,0.0,lipton, ellen,
Martin Brook,MI,U.S. House Michigan District 9,Representative,Regular,8/7/18,Lost,None,None,7.139999900000001,5.0999999,No,White,No,No,No,No,No,No,,No,Yes,,,,,,,,,,,H8MI09100,"BROOK, MARTIN",O,1.0,DEM,36287.65,0.0,36287.64,0.0,0.0,0.0,4507.3,0.0,0.0,0.0,0.0,0.0,31329.85,MI,9.0,,,,,,0.0,0.0,09/15/2018,0.0,0.0,brook, martin,
William Haas,MO,U.S. House Missouri District 2,Representative,Regular,8/7/18,Lost,None,None,-14.18,19.5,No,White,No,No,Yes,No,No,No,,,,,,,,,,,,No,,H8MO02224,"HAAS, WILLIAM C",C,1.0,DEM,26481.0,0.0,5181.0,0.0,31.0,0.0,432.0,25950.0,0.0,2114.0,0.0,0.0,99.0,MO,2.0,,,,,,0.0,0.0,08/07/2018,0.0,0.0,haas, william c,
Cort VanOstran,MO,U.S. House Missouri District 2,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-14.18,41.700001,Yes,White,No,No,No,No,No,No,,,Yes,,,,,,,,,No,,H8MO02208,"VANOSTRAN, CORT",C,1.0,DEM,2348347.76,0.0,2348132.03,0.0,0.0,215.73,12570.31,0.0,0.0,0.0,0.0,0.0,2165382.56,MO,2.0,,,,,,164560.38,5000.0,12/31/2018,9438.58,0.0,vanostran, cort,
John Messmer,MO,U.S. House Missouri District 2,Representative,Regular,8/7/18,Lost,None,None,-14.18,9.6999998,No,White,No,No,No,No,No,No,,,Yes,,,,,,,,,No,,H8MO02232,"MESSMER, JOHN P.",C,1.0,DEM,14657.22,0.0,14657.22,0.0,0.0,0.0,175.0,4399.22,0.0,208.41,0.0,0.0,10083.0,MO,2.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,messmer, john p.,
Mark Osmack,MO,U.S. House Missouri District 2,Representative,Regular,8/7/18,Lost,None,None,-14.18,25.200001,No,White,Yes,No,No,No,No,No,,,Yes,,,,,,,,,Yes,,H8MO02216,"OSMACK, MARK",C,1.0,DEM,199663.57,0.0,199663.57,0.0,0.0,0.0,1524.21,0.0,0.0,0.0,0.0,0.0,171503.16,MO,2.0,,,,,,7900.0,0.0,10/10/2018,2850.0,200.0,osmack, mark,
Katy Geppert,MO,U.S. House Missouri District 3,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-38.259997999999996,100.0,Yes,White,No,No,No,No,Yes,No,,,Yes,,,,,,,,,,,H8MO03198,"GEPPERT, KATY",C,1.0,DEM,34138.21,0.0,34234.48,0.0,100.0,3.73,2643.08,4500.0,0.0,4500.0,0.0,0.0,20010.12,MO,3.0,,,,,,6620.0,200.0,12/31/2018,0.0,0.0,geppert, katy,
Hallie Thompson,MO,U.S. House Missouri District 4,Representative,Regular,8/7/18,Lost,None,None,-35.73,48.099998,No,White,No,No,No,No,Yes,No,,,Yes,,,,,,,,,,,H8MO04097,"THOMPSON, HALLIE JESS",C,1.0,DEM,44843.96,0.0,44843.96,0.0,0.0,0.0,957.42,0.0,0.0,0.0,0.0,0.0,41286.54,MO,4.0,,,,,,2600.0,0.0,09/30/2018,0.0,0.0,thompson, hallie jess,
Suzanne Renee Hoagenson,MO,U.S. House Missouri District 4,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-35.73,51.900002,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,,H8MO04071,"HOAGENSON, SUZANNE RENEE",C,1.0,DEM,460652.56,0.0,453311.95,0.0,0.0,7977.27,1272.59,0.0,0.0,0.0,0.0,0.0,437185.26,MO,4.0,,,,,,21917.41,0.0,11/26/2018,0.0,0.0,hoagenson, suzanne renee,
Edward Andres,MO,U.S. House Missouri District 6,Representative,Regular,8/7/18,Lost,None,None,-31.610001,27.700001,No,,,,,No,,No,,,,,,,No,,,,,,,H8MO06134,"ANDRES, EDWARD H",C,1.0,DEM,13370.0,0.0,13370.0,0.0,0.0,0.0,7500.0,0.0,0.0,0.0,0.0,0.0,4866.0,MO,6.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,andres, edward h,
Henry Martin,MO,U.S. House Missouri District 6,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-31.610001,41.5,Yes,Nonwhite,Yes,No,No,No,No,No,,,,,,,No,,,,,,,H8MO06092,"MARTIN, HENRY ROBERT",C,1.0,DEM,34426.36,0.0,42895.31,0.0,0.0,18290.69,67.58,0.0,0.0,0.0,0.0,0.0,33568.73,MO,6.0,,,,,,690.05,100.0,12/31/2018,0.0,0.0,martin, henry robert,
Gary Winston Apple,MO,U.S. House Missouri District 6,Representative,Regular,8/7/18,Lost,None,None,-31.610001,30.799999,No,White,No,No,No,No,No,No,,,,,,,Yes,,,,,,,H8MO06118,"APPLE, GARY WINSTON",C,1.0,DEM,33924.86,0.0,33924.86,0.0,0.0,0.0,7877.18,975.0,0.0,975.0,0.0,0.0,24572.68,MO,6.0,,,,,,500.0,0.0,10/14/2018,0.0,0.0,apple, gary winston,
Jamie Schoolcraft,MO,U.S. House Missouri District 7,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-46.130001,40.599998,Yes,White,Yes,No,Yes,No,Yes,No,,,Yes,,,,,Yes,,,,,,H8MO07223,"SCHOOLCRAFT, JAMIE DANIEL",C,1.0,DEM,56578.06,0.0,56973.21,0.0,0.0,-539.58,861.5,0.0,0.0,0.0,0.0,0.0,39903.52,MO,7.0,,,,,,14073.54,1000.0,12/31/2018,0.0,0.0,schoolcraft, jamie daniel,
John Farmer de la Torre,MO,U.S. House Missouri District 7,Representative,Regular,8/7/18,Lost,None,None,-46.130001,21.700001,No,Nonwhite,No,No,No,No,No,No,,,No,,,,,No,,,,,,H8MO07199,"TORRE, JOHN FARMER DE LA",C,1.0,DEM,23659.9,0.0,24682.05,0.0,0.0,-872.15,0.0,0.0,0.0,0.0,0.0,0.0,23609.9,MO,7.0,,,,,,0.0,50.0,09/30/2018,0.0,0.0,torre, john farmer de la,
Kathryn Ellis,MO,U.S. House Missouri District 8,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-51.810001,100.0,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,,H8MO08098,"ELLIS, KATHRYN GAIL",C,1.0,DEM,194234.15,0.0,191275.16,0.0,0.0,2958.99,16029.93,0.0,5250.0,5000.0,0.0,250.0,159979.21,MO,8.0,,,,,,12275.0,0.0,12/31/2018,935.36,0.0,ellis, kathryn gail,
Randy Wadkins,MS,U.S. House Mississippi District 1,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-33.509997999999996,100.0,Yes,,No,No,No,No,Yes,No,,,,,,,,,,,,,,H8MS01145,"WADKINS, RANDY MACK DR.",C,1.0,DEM,156935.3,500.0,156965.51,3430.87,0.0,-10.21,660.81,0.0,0.0,0.0,0.0,0.0,153379.59,MS,1.0,,,,,,0.0,1500.0,12/31/2018,215.46,0.0,wadkins, randy mack dr.,
Kevin Michael Aycox,MS,U.S. House Mississippi District 3,Representative,Regular,6/5/18,Lost,None,None,-26.129998999999998,30.66,No,,Yes,Yes,No,No,No,No,,,,,,,,,,,,,,H8MS03174,"AYCOX, KEVIN MICHAEL",O,1.0,DEM,10502.75,0.0,11194.9,0.0,100.0,160.67,0.0,3500.0,0.0,672.0,0.0,2828.0,7002.75,MS,3.0,,,,,,0.0,0.0,06/30/2018,0.0,0.0,aycox, kevin michael,
Jeramey Anderson,MS,U.S. House Mississippi District 4,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-42.529999,100.0,Yes,Nonwhite,No,No,Yes,No,No,No,,,,,,,,,,Yes,,,,H8MS04438,"ANDERSON, JERAMEY DEWAYNE",C,1.0,DEM,153050.3,0.0,152283.77,0.0,0.0,515.86,0.0,0.0,0.0,0.0,0.0,1480.0,134520.34,MS,4.0,,,,,,15750.0,0.0,12/31/2018,2025.0,0.0,anderson, jeramey dewayne,
David Baria,MS,U.S. Senate Mississippi,Senator,Regular,6/5/18,Advanced,Advanced,On the Ballot,-18.780001000000002,30.98,Yes,White,No,No,Yes,No,No,No,,,,,,,,,,,,,,S8MS00253,"BARIA, DAVID WAYNE",O,1.0,DEM,904539.22,0.0,876607.37,0.0,0.0,28931.85,76.0,0.0,0.0,0.0,0.0,28274.93,871838.22,MS,0.0,,,,,,25700.0,6925.0,12/31/2018,500.0,0.0,baria, david wayne,
Howard Sherman,MS,U.S. Senate Mississippi,Senator,Regular,6/5/18,Advanced,Lost,None,-18.780001000000002,31.790001,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,S8MS00246,"SHERMAN, HOWARD",C,1.0,DEM,1207911.0,0.0,1207909.33,0.0,0.0,0.0,0.0,0.0,940000.0,0.0,7000.0,933000.0,267411.0,MS,0.0,,,,,,500.0,0.0,09/30/2018,3700.0,0.0,sherman, howard,
Jensen Bohren,MS,U.S. Senate Mississippi,Senator,Regular,6/5/18,Lost,None,None,-18.780001000000002,3.21,No,,No,No,No,No,No,No,,,,,,,,,,,,,,S8MS00220,"BOHREN, JENSEN MR",C,1.0,DEM,4447.0,0.0,4577.0,0.0,0.0,-130.0,0.0,248.0,2156.0,45.0,200.0,2289.0,1994.0,MS,0.0,,,,,,1.0,0.0,06/30/2018,47.0,0.0,bohren, jensen mr,
James Jerone Garland,MS,U.S. Senate Mississippi,Senator,Regular,6/5/18,Lost,None,None,-18.780001000000002,4.8499999,No,Nonwhite,No,No,No,No,Yes,No,,,,,,,,,,,,,,S8MS00279,"GARLAND, JAMES JERONE",O,1.0,DEM,0.0,0.0,1201.0,0.0,0.0,465.0,601.0,0.0,0.0,0.0,0.0,0.0,0.0,MS,0.0,,,,,,0.0,0.0,04/14/2018,0.0,0.0,garland, james jerone,
Omeria Scott,MS,U.S. Senate Mississippi,Senator,Regular,6/5/18,Lost,None,None,-18.780001000000002,24.200001,No,Nonwhite,No,No,Yes,No,No,No,,,,,,,,,,,,,,S8MS00311,"SCOTT, OMERIA LANE",C,1.0,DEM,20000.0,0.0,15808.0,0.0,0.0,4191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MS,0.0,,,,,,0.0,0.0,05/16/2018,0.0,0.0,scott, omeria lane,
Grant Kier,MT,U.S. House Montana At-large District,Representative,Regular,6/5/18,Lost,None,None,-21.41,24.15,No,,No,No,No,No,Yes,No,,,No,,,,No,No,,,,,,H8MT00119,"KIER, GRANT",C,1.0,DEM,842507.79,0.0,842507.79,0.0,0.0,0.0,2700.0,0.0,0.0,0.0,0.0,0.0,831293.22,MT,0.0,,,,,,6351.19,0.0,09/30/2018,66943.28,0.0,kier, grant,
Jared Pettinato,MT,U.S. House Montana At-large District,Representative,Regular,6/5/18,Lost,None,None,-21.41,2.21,No,,No,No,No,No,No,No,,,No,,,,No,No,,,,,,H8MT01240,"PETTINATO, JARED SCOTT MR.",C,1.0,DEM,89061.17,0.0,89061.17,0.0,0.0,0.0,17358.01,10000.0,0.0,10000.0,0.0,0.0,61703.16,MT,0.0,,,,,,0.0,0.0,07/13/2018,30.0,0.0,pettinato, jared scott mr.,
John Heenan,MT,U.S. House Montana At-large District,Representative,Regular,6/5/18,Lost,None,None,-21.41,31.709999,No,,No,No,No,Yes,No,No,,,No,,,,Yes,Yes,,,,,,H8MT00101,"HEENAN, JOHN",C,1.0,DEM,1104281.99,0.0,1104281.99,0.0,0.0,0.0,124355.28,350000.0,0.0,164580.96,0.0,0.0,619083.11,MT,0.0,,,,,,5518.19,0.0,11/08/2018,62248.53,0.0,heenan, john,
Kathleen Williams,MT,U.S. House Montana At-large District,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-21.41,33.52,Yes,,No,No,Yes,No,No,No,,,Yes,,,,No,No,,,,,,H8MT01232,"WILLIAMS, KATHLEEN",C,1.0,DEM,4160972.28,33915.6,4124015.03,0.0,0.0,36957.25,0.0,0.0,0.0,0.0,0.0,1271.0,3863400.12,MT,0.0,,,,,,197837.74,762.7,12/31/2018,67947.98,4500.0,williams, kathleen,
Lynda Moss,MT,U.S. House Montana At-large District,Representative,Regular,6/5/18,Lost,None,None,-21.41,5.0599999,No,,No,No,Yes,No,No,No,,,No,,,,No,No,,,,,,H8MT01224,"MOSS, LYNDA BOURQUE",C,1.0,DEM,108405.85,0.0,108405.85,0.0,0.0,0.0,0.0,19497.85,0.0,23543.43,0.0,5954.42,88812.0,MT,0.0,,,,,,0.0,0.0,06/30/2018,0.0,0.0,moss, lynda bourque,
David Wilson Brown,NC,U.S. House North Carolina District 10,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-25.51,100.0,Yes,White,No,No,No,No,No,No,,,Yes,,,,,,,,,,,H8NC10097,"BROWN, DAVID",C,1.0,DEM,130009.98,0.0,129496.16,0.0,0.0,-417.9,478.33,0.0,0.0,0.0,0.0,0.0,126029.92,NC,10.0,,,,,,3500.0,0.0,12/31/2018,0.0,0.0,brown, david,
Phillip Price,NC,U.S. House North Carolina District 11,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-29.559998999999998,40.59,Yes,White,No,No,No,No,No,No,,,Yes,,,,,,,,,,,H8NC11103,"PRICE, PHILLIP",C,1.0,DEM,237942.85,0.0,232876.94,0.0,0.0,5065.91,0.0,600.0,0.0,600.0,0.0,0.0,221599.82,NC,11.0,,,,,,5382.0,10361.03,12/31/2018,100.0,0.0,price, phillip,
Scott Donaldson,NC,U.S. House North Carolina District 11,Representative,Regular,5/8/18,Lost,None,None,-29.559998999999998,28.27,No,White,No,No,No,No,Yes,No,,,No,,,,,,,,,,,H8NC11160,"DONALDSON, SCOTT",C,1.0,DEM,63006.0,0.0,63005.68,0.0,0.0,0.0,101.0,3000.0,0.0,0.0,0.0,3000.0,59905.0,NC,11.0,,,,,,0.0,0.0,06/30/2018,0.0,0.0,donaldson, scott,
Steve Woodsmall,NC,U.S. House North Carolina District 11,Representative,Regular,5/8/18,Lost,None,None,-29.559998999999998,31.139999,No,White,Yes,No,No,No,No,No,,,No,,,,,,,,,,,H8NC11129,"WOODSMALL, STEVE",C,1.0,DEM,13478.34,0.0,16156.71,0.0,100.0,-2578.37,1442.11,0.0,0.0,0.0,0.0,0.0,12036.23,NC,11.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,woodsmall, steve,
Adam Coker,NC,U.S. House North Carolina District 13,Representative,Regular,5/8/18,Lost,None,None,-11.28,29.860001,No,White,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,H6NC02130,"COKER, ADAM",C,1.0,DEM,71637.95,0.0,72022.4,550.0,-1262.43,-1646.88,0.0,1447.45,0.0,0.0,0.0,12817.92,70090.5,NC,13.0,,,,,,100.0,0.0,12/31/2018,0.0,0.0,coker, adam,
Kathy Manning,NC,U.S. House North Carolina District 13,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-11.28,70.139999,Yes,White,No,No,No,No,No,No,Yes,Yes,No,,,,,,,,,,,H8NC13067,"MANNING, KATHY",C,1.0,DEM,4211689.46,197074.24,4206037.12,0.0,0.0,5652.34,323550.88,250000.0,0.0,0.0,0.0,250000.0,3043295.24,NC,13.0,,,,,,390758.19,5187.33,12/31/2018,18746.52,3000.0,manning, kathy,
Ken Romley,NC,U.S. House North Carolina District 2,Representative,Regular,5/8/18,Lost,None,None,-12.98,32.299999,No,White,No,No,No,Yes,Yes,No,,,Yes,,,,,,,,,,,H8NC02094,"ROMLEY, KEN",C,1.0,DEM,655818.16,0.0,655818.16,0.0,0.0,0.0,5314.59,395000.0,0.0,10920.46,0.0,0.0,254488.68,NC,2.0,,,,,,0.0,0.0,12/31/2018,33339.17,0.0,romley, ken,
Linda Coleman,NC,U.S. House North Carolina District 2,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-12.98,56.0,Yes,Nonwhite,No,No,Yes,No,No,No,,,Yes,,,,,,,,,,,H8NC02110,"COLEMAN, LINDA",C,1.0,DEM,1727747.61,104063.32,1616405.72,0.0,0.0,111341.89,69.0,1500.0,0.0,1500.0,0.0,0.0,1371252.78,NC,2.0,,,,,,246524.73,3937.5,12/31/2018,7113.43,7000.0,coleman, linda,
Denise Adams,NC,U.S. House North Carolina District 5,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-19.280001000000002,54.400002,Yes,Nonwhite,No,No,Yes,No,No,No,,,No,,,,,No,,,Yes,,,H8NC05063,"ADAMS, DENISE DARCEL",C,1.0,DEM,386150.07,0.0,357042.77,0.0,0.0,29107.3,1473.93,5000.0,0.0,5000.0,0.0,0.0,340759.54,NC,5.0,,,,,,38216.6,0.0,12/31/2018,1020.0,0.0,adams, denise darcel,
